assured_age,nominee_relation,occupation,policy sumassured,premium,premiumpaymentmode,annual income,holdermaritalstatus,indiv_requirementflag,policy term,policy payment term,product type,channel,fraud category
23,mother,agriculturist,"  4,200,000 ","  600,000 ",yearly,"  1,480,000 ",single,non medical,10,10,ulip,bancassurance,document tampering
35,spouse,profession,"  5,600,000 ","  800,000 ",quarterly,"  4,200,000 ",married,non medical,20,10,ulip,retail agency,document tampering
30,father,service,"  4,200,000 ","  600,000 ",yearly,"  2,000,000 ",married,non medical,20,10,ulip,retail agency,document tampering
41,wife,service,"  4,200,000 ","  600,000 ",yearly,"  2,400,000 ",married,medical,15,10,ulip,bancassurance,document tampering
43,son,agriculturist,"  4,200,000 ","  600,000 ",yearly,"  1,500,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
50,spouse,agriculturist,"  4,200,000 ","  600,000 ",yearly,"  2,400,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
48,brother,agriculturist,"  4,200,000 ","  600,000 ",yearly,"  2,400,000 ",single,non medical,15,10,ulip,bancassurance,document tampering
27,father,agriculturist,"  4,200,000 ","  600,000 ",yearly,"  800,000 ",single,non medical,10,10,ulip,bancassurance,document tampering
54,husband,service,"  4,200,000 ","  600,000 ",yearly,"  1,200,000 ",married,medical,10,10,ulip,bancassurance,signature forgery
41,mother,service,"  4,200,000 ","  600,000 ",yearly,"  4,200,000 ",married,non medical,20,10,ulip,retail agency,document tampering
49,husband,agriculturist,"  4,200,000 ","  600,000 ",yearly,"  1,600,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
48,wife,agriculturist,"  4,200,000 ","  600,000 ",yearly,"  2,400,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
53,husband,agriculturist,"  4,200,000 ","  600,000 ",yearly,"  1,020,000 ",married,medical,10,10,ulip,bancassurance,document tampering
42,spouse,service,"  4,200,000 ","  600,000 ",yearly,"  1,500,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
33,father,service,"  10,500,000 ","  1,500,000 ",yearly,"  4,500,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
42,mother,service,"  14,000,000 ","  2,000,000 ",half yearly,"  5,000,000 ",single,medical,15,10,ulip,retail agency,document tampering
42,spouse,business,"  35,000,000 ","  5,000,000 ",yearly,"  100,000,000 ",married,medical,10,10,ulip,bancassurance,document tampering
42,spouse,retired,"  7,000,000 ","  1,000,000 ",yearly,"  3,600,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
35,son,business,"  12,600,000 ","  1,800,000 ",yearly,"  6,000,000 ",married,non medical,20,10,ulip,bancassurance,document tampering
46,spouse,business,"  9,450,000 ","  1,350,000 ",yearly,"  6,000,000 ",married,non medical,24,10,ulip,bancassurance,document tampering
34,wife,business,"  4,200,000 ","  600,000 ",yearly,"  1,500,000 ",married,non medical,30,10,ulip,retail agency,document tampering
42,spouse,service,"  10,500,000 ","  1,500,000 ",yearly,"  2,880,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
42,spouse,self-employed,"  4,200,000 ","  600,000 ",yearly,"  2,000,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
38,spouse,service,"  750,000 ","  600,000 ",single,"  1,200,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
42,spouse,service,"  4,200,000 ","  600,000 ",yearly,"  1,800,000 ",married,medical,10,10,ulip,bancassurance,signature forgery
39,wife,agriculturist,"  400,000 ","  50,974 ",yearly,"  240,000 ",married,non medical,15,10,traditional,bancassurance,misappropriating funds
12,spouse,business,"  236,000 ","  33,410 ",yearly,"  504,000 ",married,non medical,12,10,traditional,institutional alliance,misselling 
47,husband,housewife,"  145,000 ","  24,155 ",yearly,"  500,000 ",married,non medical,12,10,traditional,retail agency,document tampering
48,husband,housewife,"  250,000 ","  41,593 ",yearly,"  396,000 ",married,non medical,12,10,traditional,retail agency,signature forgery
34,mother,service,"  1,920,000 ","  293,636 ",yearly,"  2,400,000 ",married,non medical,12,10,traditional,bancassurance,document tampering
47,spouse,agriculturist,"  228,000 ","  31,305 ",yearly,"  250,000 ",married,non medical,15,10,traditional,retail agency,claims fraud
28,mother,service,"  600,000 ","  60,000 ",monthly,"  310,000 ",single,non medical,10,10,ulip,retail agency,misappropriating funds
31,father,business,"  600,000 ","  60,000 ",monthly,"  500,000 ",single,non medical,15,10,ulip,retail agency,signature forgery
37,mother,retired,"  240,000 ","  51,125 ",yearly,"  240,000 ",married,non medical,15,10,traditional,bancassurance,misappropriating funds
42,wife,business,"  385,000 ","  52,250 ",yearly,"  240,000 ",married,non medical,15,10,traditional,bancassurance,signature forgery
27,mother,service,"  1,260,000 ","  153,375 ",yearly,"  1,500,000 ",married,non medical,15,10,traditional,retail agency,misappropriating funds
34,mother,housewife,"  1,260,000 ","  153,375 ",yearly,"  500,000 ",married,non medical,15,10,traditional,retail agency,misappropriating funds
28,mother,housewife,"  1,260,000 ","  153,375 ",yearly,"  480,000 ",married,non medical,15,10,traditional,retail agency,misappropriating funds
30,sister,service,"  3,360,000 ","  418,000 ",yearly,"  1,200,000 ",single,non medical,15,10,traditional,bancassurance,signature forgery
46,wife,defense retired,"  385,000 ","  51,125 ",yearly,"  420,000 ",married,non medical,15,10,traditional,bancassurance,misappropriating funds
7,spouse,service,"  646,800 ","  102,410 ",yearly,"  3,500,000 ",married,non medical,12,10,traditional,bancassurance,document tampering
7,spouse,service,"  646,800 ","  102,410 ",yearly,"  3,500,000 ",married,non medical,12,10,traditional,bancassurance,document tampering
53,son,service,"  518,400 ","  98,160 ",yearly,"  720,000 ",married,medical,12,10,traditional,bancassurance,document tampering
37,wife,business,"  840,000 ","  104,500 ",yearly,"  480,000 ",married,non medical,15,10,traditional,institutional alliance,unauthorized activity
45,son,service,"  780,000 ","  135,850 ",yearly,"  3,500,000 ",married,non medical,12,10,traditional,bancassurance,document tampering
42,spouse,business,"  420,000 ","  52,250 ",yearly,"  360,000 ",married,non medical,15,10,traditional,retail agency,document tampering
50,wife,agriculturist,"  1,800,000 ","  306,750 ",yearly,"  1,020,000 ",married,medical,12,10,traditional,bancassurance,document tampering
50,wife,service,"  300,000 ","  52,250 ",yearly,"  552,000 ",married,non medical,12,10,traditional,bancassurance,document tampering
59,husband,business,"  960,000 ","  209,000 ",yearly,"  730,000 ",married,medical,12,10,traditional,bancassurance,signature forgery
39,daughter,service,"  2,520,000 ","  306,750 ",yearly,"  2,000,000 ",married,non medical,15,10,traditional,bancassurance,document tampering
42,spouse,housewife,"  420,000 ","  52,250 ",yearly,"  2,400,000 ",married,non medical,15,10,traditional,bancassurance,document tampering
30,sister,service,"  2,520,000 ","  418,000 ",yearly,"  1,300,000 ",married,non medical,12,10,traditional,bancassurance,document tampering
40,wife,agriculturist,"  2,801,000 ","  409,000 ",yearly,"  1,250,000 ",married,non medical,12,10,traditional,bancassurance,document tampering
42,spouse,business,"  10,000,000 ","  20,149 ",yearly,"  1,000,000 ",married,medical,40,10,traditional,bancassurance,document tampering
40,son,profession,"  10,000,000 ","  22,075 ",yearly,"  2,400,000 ",married,medical,30,10,traditional,retail agency,document tampering
37,daughter,service,"  10,000,000 ","  40,722 ",yearly,"  600,000 ",married,non medical,48,10,traditional,retail agency,document tampering
36,husband,profession,"  10,000,000 ","  75,208 ",yearly,"  1,080,000 ",married,non medical,34,10,traditional,retail agency,document tampering
47,wife,self-employed,"  900,000 ","  12,659 ",yearly,"  525,000 ",married,medical,23,10,traditional,retail agency,claims fraud
42,spouse,business,"  2,000,000 ","  7,458 ",yearly,"  480,000 ",married,medical,5,10,traditional,institutional alliance,document tampering
18,mother,business,"  900,000 ","  10,461 ",yearly,"  500,000 ",single,non medical,35,10,traditional,retail agency,claims fraud
48,wife,retired,0 ,"  2,000,000 ",single,"  600,000 ",married,non medical,72,10,pension,bancassurance,misselling 
59,wife,service,0 ,"  2,000,000 ",single,"  3,000,000 ",married,non medical,61,10,pension,bancassurance,signature forgery
68,mother,retired,0 ,"  389,698 ",single,"  2,000,000 ",married,non medical,52,10,pension,mail and others,signature forgery
67,husband,retired,0 ,"  587,882 ",single,"  420,000 ",married,non medical,53,10,pension,mail and others,signature forgery
73,daughter,retired,0 ,"  310,167 ",single,"  45,000 ",married,non medical,10,10,pension,mail and others,signature forgery
76,wife,retired,0 ,"  223,903 ",single,"  600,000 ",married,non medical,44,10,pension,mail and others,signature forgery
55,son,service,"  2,200,000 ","  210,101 ",yearly,"  1,200,000 ",married,non medical,26,10,traditional,bancassurance,signature forgery
28,father,service,"  2,200,000 ","  209,000 ",yearly,"  552,000 ",single,non medical,26,10,traditional,retail agency,impersonation
28,father,business,"  1,100,000 ","  104,500 ",yearly,"  600,000 ",single,non medical,23,10,traditional,retail agency,signature forgery
25,spouse,service,"  10,516,000 ","  977,510 ",yearly,"  60,000,000 ",married,medical,26,10,traditional,retail agency,document tampering
45,son,service,"  2,200,000 ","  209,000 ",yearly,"  3,500,000 ",married,medical,36,10,traditional,bancassurance,document tampering
51,husband,housewife,"  3,146,000 ","  292,435 ",yearly,"  1,000,000 ",married,medical,26,10,traditional,retail agency,document tampering
40,son,profession,"  3,300,000 ","  313,500 ",yearly,"  2,400,000 ",married,non medical,26,10,traditional,retail agency,document tampering
42,spouse,business,"  2,200,000 ","  209,000 ",yearly,"  540,000 ",married,medical,26,10,traditional,retail agency,document tampering
38,wife,business,"  1,100,000 ","  104,500 ",yearly,"  640,000 ",married,non medical,26,10,traditional,retail agency,document tampering
42,spouse,service,"  5,500,000 ","  522,500 ",yearly,"  4,200,000 ",married,non medical,36,10,traditional,retail agency,document tampering
55,spouse,agriculturist,"  3,300,000 ","  306,750 ",yearly,"  1,800,000 ",married,non medical,23,10,traditional,bancassurance,document tampering
42,wife,business,"  1,650,000 ","  159,885 ",half yearly,"  500,000 ",married,medical,36,10,traditional,retail agency,impersonation
42,mother,self-employed,"  2,200,000 ","  209,000 ",yearly,"  800,000 ",single,non medical,26,10,traditional,retail agency,document tampering
25,mother,service,"  6,600,000 ","  613,500 ",yearly,"  1,200,000 ",single,non medical,26,10,traditional,retail agency,document tampering
28,mother,service,"  2,200,000 ","  209,000 ",yearly,"  1,800,000 ",single,non medical,26,10,traditional,retail agency,document tampering
58,son,business,"  1,595,000 ","  148,263 ",yearly,"  1,440,000 ",married,medical,23,10,traditional,bancassurance,document tampering
57,son,agriculturist,"  5,500,000 ","  511,250 ",yearly,"  1,500,000 ",married,medical,23,10,traditional,bancassurance,document tampering
22,father,student,"  11,000,000 ","  1,022,500 ",yearly,"  18,000,000 ",single,non medical,33,10,traditional,bancassurance,document tampering
20,father,student,"  11,000,000 ","  1,022,500 ",yearly,"  18,000,000 ",single,non medical,33,10,traditional,bancassurance,document tampering
42,spouse,business,"  1,100,000 ","  104,500 ",yearly,"  240,000 ",married,non medical,36,10,traditional,retail agency,document tampering
18,father,student,"  1,100,000 ","  102,250 ",yearly,"  1,000,000 ",single,non medical,26,10,traditional,retail agency,document tampering
50,son,business,"  1,650,000 ","  153,375 ",yearly,"  624,000 ",married,non medical,26,10,traditional,institutional alliance,signature forgery
12,spouse,business,"  3,300,000 ","  306,750 ",yearly,"  3,000,000 ",married,non medical,36,10,traditional,bancassurance,document tampering
35,spouse,service,"  3,300,000 ","  306,750 ",yearly,"  900,000 ",married,non medical,26,10,traditional,retail agency,document tampering
27,husband,service,"  5,500,000 ","  511,250 ",yearly,"  1,500,000 ",married,non medical,26,10,traditional,retail agency,document tampering
20,father,student,"  5,500,000 ","  511,250 ",yearly,"  12,000,000 ",single,non medical,23,10,traditional,retail agency,document tampering
5,spouse,agriculturist,"  3,300,000 ","  306,750 ",yearly,"  1,200,000 ",married,non medical,23,10,traditional,bancassurance,document tampering
25,mother,agriculturist,"  5,500,000 ","  511,250 ",yearly,"  2,500,000 ",widowed,non medical,33,10,traditional,bancassurance,document tampering
9,spouse,service,"  2,750,000 ","  255,625 ",yearly,"  780,000 ",married,non medical,23,10,traditional,retail agency,document tampering
44,wife,service,"  5,258,000 ","  478,000 ",yearly,"  9,600,000 ",married,medical,26,10,traditional,bancassurance,signature forgery
42,spouse,service,"  5,500,000 ","  522,500 ",yearly,"  1,056,000 ",married,non medical,26,10,traditional,retail agency,document tampering
31,mother,service,"  2,200,000 ","  204,500 ",yearly,"  1,056,000 ",married,non medical,26,10,traditional,retail agency,document tampering
42,husband,agriculturist,"  5,225,000 ","  485,688 ",yearly,"  1,300,000 ",married,non medical,23,10,traditional,bancassurance,document tampering
11,spouse,agriculturist,"  5,225,000 ","  485,688 ",yearly,"  1,700,000 ",married,non medical,23,10,traditional,bancassurance,document tampering
35,spouse,agriculturist,"  5,500,000 ","  511,250 ",yearly,"  1,200,000 ",married,non medical,26,10,traditional,bancassurance,document tampering
42,spouse,service,"  1,100,000 ","  104,500 ",yearly,"  1,920,000 ",married,non medical,23,10,traditional,bancassurance,document tampering
14,daughter,service,"  1,100,000 ","  102,250 ",yearly,"  840,000 ",widowed,non medical,26,10,traditional,retail agency,document tampering
44,husband,housewife,0 ,"  500,000 ",yearly,"  1,500,000 ",married,non medical,10,10,pension,retail agency,document tampering
58,husband,housewife,0 ,"  500,000 ",yearly,"  1,560,000 ",married,non medical,10,10,pension,bancassurance,document tampering
54,husband,service,0 ,"  1,400,000 ",yearly,"  3,800,000 ",married,non medical,10,10,pension,bancassurance,document tampering
51,husband,service,0 ,"  500,000 ",yearly,"  6,000,000 ",married,non medical,10,10,pension,bancassurance,document tampering
52,husband,service,"  4,200,000 ","  600,000 ",yearly,"  3,600,000 ",married,non medical,10,10,pension,bancassurance,document tampering
31,father,service,"  4,200,000 ","  600,000 ",yearly,"  9,600,000 ",single,non medical,15,10,pension,bancassurance,document tampering
32,wife,business,0 ,"  350,000 ",yearly,"  1,250,000 ",married,non medical,10,10,pension,retail agency,document tampering
52,daughter,housewife,0 ,"  350,000 ",yearly,"  1,000,000 ",married,non medical,10,10,pension,bancassurance,document tampering
34,wife,profession,0 ,"  500,000 ",yearly,"  3,600,000 ",married,non medical,10,10,pension,bancassurance,document tampering
33,husband,service,0 ,"  200,000 ",yearly,"  1,200,000 ",married,non medical,20,10,pension,retail agency,document tampering
57,son,service,0 ,"  1,000,000 ",yearly,"  3,600,000 ",married,non medical,10,10,pension,bancassurance,document tampering
57,son,retired,0 ,"  500,000 ",yearly,"  1,300,000 ",married,non medical,10,10,pension,bancassurance,document tampering
60,wife,retired,0 ,"  600,000 ",yearly,"  6,000,000 ",married,non medical,10,10,pension,bancassurance,document tampering
57,husband,retired,0 ,"  500,000 ",yearly,"  3,000,000 ",married,non medical,10,10,pension,bancassurance,document tampering
48,wife,agriculturist,0 ,"  500,000 ",yearly,"  1,340,000 ",married,non medical,10,10,pension,bancassurance,document tampering
57,husband,service,0 ,"  400,000 ",yearly,"  1,800,000 ",married,non medical,10,10,pension,bancassurance,document tampering
57,wife,business,0 ,"  1,000,000 ",yearly,"  3,000,000 ",married,non medical,10,10,pension,bancassurance,document tampering
51,spouse,business,0 ,"  400,000 ",yearly,"  1,000,000 ",married,non medical,10,10,pension,bancassurance,document tampering
42,spouse,retired,0 ,"  500,000 ",yearly,"  1,500,000 ",married,non medical,10,10,pension,bancassurance,document tampering
45,daughter,housewife,0 ,"  500,000 ",yearly,"  1,250,000 ",married,non medical,10,10,pension,bancassurance,document tampering
58,spouse,service,0 ,"  1,000,000 ",yearly,"  2,500,000 ",married,non medical,10,10,pension,bancassurance,document tampering
58,spouse,service,0 ,"  1,000,000 ",yearly,"  2,500,000 ",married,non medical,10,10,pension,bancassurance,document tampering
57,wife,retired,0 ,"  1,000,000 ",yearly,"  5,000,000 ",married,non medical,10,10,pension,retail agency,document tampering
42,father,service,0 ,"  800,000 ",yearly,"  5,000,000 ",married,non medical,10,10,pension,bancassurance,signature forgery
58,wife,retired,0 ,"  400,000 ",yearly,"  1,580,000 ",married,non medical,10,10,pension,retail agency,misselling 
58,wife,service,0 ,"  1,000,000 ",yearly,"  3,000,000 ",married,non medical,10,10,pension,bancassurance,document tampering
42,husband,business,0 ,"  1,000,000 ",yearly,"  4,800,000 ",married,non medical,10,10,pension,bancassurance,misselling 
51,husband,service,0 ,"  500,000 ",yearly,"  3,600,000 ",married,non medical,10,10,pension,bancassurance,document tampering
48,wife,service,0 ,"  500,000 ",yearly,"  3,000,000 ",married,non medical,10,10,pension,bancassurance,document tampering
60,wife,service,0 ,"  500,000 ",yearly,"  36,000,000 ",married,non medical,10,10,pension,bancassurance,document tampering
58,wife,retired,0 ,"  200,000 ",yearly,"  1,200,000 ",married,non medical,10,10,pension,bancassurance,document tampering
56,spouse,service,0 ,"  2,000,000 ",yearly,"  230,000,000 ",married,non medical,10,10,pension,bancassurance,document tampering
51,husband,service,0 ,"  500,000 ",yearly,"  3,000,000 ",married,non medical,10,10,pension,bancassurance,document tampering
42,wife,service,"  4,200,000 ","  600,000 ",yearly,"  1,500,000 ",married,non medical,10,10,pension,bancassurance,document tampering
23,spouse,service,0 ,"  500,000 ",yearly,"  3,600,000 ",married,non medical,10,10,pension,bancassurance,document tampering
58,wife,agriculturist,0 ,"  300,000 ",yearly,"  1,000,000 ",married,non medical,10,10,pension,retail agency,document tampering
47,spouse,service,0 ,"  1,200,000 ",yearly,"  6,000,000 ",married,non medical,10,10,pension,bancassurance,document tampering
60,spouse,service,0 ,"  500,000 ",yearly,"  24,000,000 ",married,non medical,10,10,pension,bancassurance,document tampering
55,spouse,retired,0 ,"  600,000 ",yearly,"  2,400,000 ",married,non medical,15,10,pension,bancassurance,document tampering
58,wife,retired,0 ,"  400,000 ",yearly,"  1,200,000 ",married,non medical,10,10,pension,bancassurance,document tampering
47,son,service,0 ,"  500,000 ",yearly,"  6,000,000 ",married,non medical,15,10,pension,bancassurance,document tampering
57,spouse,business,0 ,"  600,000 ",yearly,"  2,000,000 ",married,non medical,10,10,pension,bancassurance,document tampering
21,brother,service,0 ,"  500,000 ",yearly,"  1,500,000 ",single,non medical,10,10,pension,bancassurance,document tampering
58,nephew,retired,0 ,"  1,500,000 ",yearly,"  6,000,000 ",single,non medical,10,10,pension,bancassurance,document tampering
53,mother,service,0 ,"  500,000 ",yearly,"  6,000,000 ",married,non medical,15,10,pension,bancassurance,document tampering
60,husband,retired,0 ,"  500,000 ",yearly,"  3,600,000 ",married,non medical,10,10,pension,bancassurance,document tampering
37,wife,service,0 ,"  360,000 ",yearly,"  1,200,000 ",married,non medical,10,10,pension,bancassurance,document tampering
51,mother,service,0 ,"  750,000 ",yearly,"  4,000,000 ",married,non medical,10,10,pension,bancassurance,document tampering
60,husband,housewife,0 ,"  500,000 ",yearly,"  2,400,000 ",married,non medical,10,10,pension,bancassurance,document tampering
42,spouse,profession,0 ,"  2,500,000 ",yearly,"  9,000,000 ",married,non medical,15,10,pension,bancassurance,document tampering
56,son,service,0 ,"  400,000 ",yearly,"  1,182,000 ",married,non medical,10,10,pension,bancassurance,document tampering
45,father,business,0 ,"  200,000 ",yearly,"  850,000 ",married,non medical,10,10,pension,retail agency,document tampering
58,wife,retired,0 ,"  1,000,000 ",yearly,"  2,500,000 ",married,non medical,10,10,pension,bancassurance,document tampering
32,daughter,service,0 ,"  500,000 ",yearly,"  1,300,000 ",married,non medical,10,10,pension,bancassurance,document tampering
47,daughter,service,0 ,"  500,000 ",yearly,"  1,300,000 ",married,non medical,10,10,pension,bancassurance,document tampering
58,spouse,retired,0 ,"  500,000 ",yearly,"  3,000,000 ",married,non medical,10,10,pension,bancassurance,document tampering
38,father,business,0 ,"  500,000 ",yearly,"  1,800,000 ",married,non medical,10,10,pension,bancassurance,document tampering
42,daughter,self-employed,0 ,"  200,000 ",yearly,"  600,000 ",widowed,non medical,10,10,pension,bancassurance,document tampering
55,son,business,0 ,"  50,000 ",yearly,"  500,000 ",married,non medical,10,10,pension,retail agency,signature forgery
42,spouse,housewife,0 ,"  400,000 ",yearly,"  1,500,000 ",married,non medical,10,10,pension,bancassurance,document tampering
45,spouse,service,0 ,"  1,000,000 ",yearly,"  4,800,000 ",married,non medical,10,10,pension,bancassurance,document tampering
42,spouse,housewife,0 ,"  600,000 ",yearly,"  2,400,000 ",married,non medical,10,10,pension,bancassurance,document tampering
21,mother,service,"  10,000,000 ","  1,022,500 ",yearly,"  1,800,000 ",single,non medical,79,10,traditional,bancassurance,document tampering
20,mother,student,"  300,000 ","  30,675 ",yearly,"  300,000 ",single,non medical,80,10,traditional,retail agency,document tampering
28,father,business,"  4,000,000 ","  418,000 ",yearly,"  1,800,000 ",single,non medical,72,10,traditional,bancassurance,document tampering
46,husband,service,"  1,357,000 ","  188,190 ",yearly,"  5,000,000 ",married,non medical,8,10,traditional,institutional alliance,signature forgery
31,spouse,service,"  550,000 ","  88,270 ",yearly,"  300,000 ",married,non medical,7,10,traditional,bancassurance,signature forgery
49,spouse,service,"  75,000 ","  8,005 ",yearly,"  200,000 ",married,non medical,11,10,traditional,bancassurance,claims fraud
41,wife,self-employed,"  600,000 ","  52,000 ",yearly,"  14,400,000 ",married,non medical,15,10,traditional,bancassurance,signature forgery
43,father,profession,"  1,430,000 ","  104,500 ",yearly,"  1,000,000 ",married,non medical,15,10,traditional,retail agency,misselling 
45,wife,agriculturist,"  450,000 ","  35,256 ",quarterly,"  290,000 ",married,medical,15,10,traditional,retail agency,impersonation
39,husband,housewife,"  2,740,000 ","  195,779 ",yearly,"  7,500,000 ",married,non medical,15,10,traditional,retail agency,misselling 
33,wife,agriculturist,"  1,000,000 ","  52,647 ",yearly,"  400,000 ",married,medical,20,10,traditional,retail agency,claims fraud
55,son,self-employed,"  215,000 ","  25,706 ",yearly,"  350,000 ",married,non medical,10,10,traditional,institutional alliance,document tampering
49,husband,housewife,"  500,000 ","  38,581 ",yearly,"  420,000 ",married,medical,15,10,traditional,retail agency,claims fraud
21,spouse,agriculturist,"  500,000 ","  50,000 ",yearly,"  200,000 ",married,non medical,9,10,ulip,retail agency,document tampering
48,wife,service,"  2,500,000 ","  10,918 ",yearly,"  960,000 ",married,medical,10,10,traditional,bancassurance,document tampering
56,wife,business,"  15,000,000 ","  163,136 ",yearly,"  6,000,000 ",married,medical,24,10,traditional,retail agency,document tampering
44,son,self-employed,"  500,000 ","  50,000 ",yearly,"  300,000 ",married,non medical,18,10,ulip,retail agency,misappropriating funds
42,spouse,self-employed,"  1,000,000 ","  100,000 ",yearly,"  540,000 ",married,non medical,18,10,ulip,bancassurance,document tampering
42,daughter,service,"  700,000 ","  70,000 ",yearly,"  1,020,000 ",widowed,non medical,11,10,ulip,bancassurance,document tampering
36,father,business,"  2,510,000 ","  251,000 ",yearly,"  1,800,000 ",single,non medical,10,10,ulip,retail agency,document tampering
60,wife,retired,"  2,000,000 ","  200,000 ",yearly,"  912,000 ",married,medical,5,10,ulip,retail agency,misappropriating funds
52,son,service,"  1,050,000 ","  150,000 ",yearly,"  500,000 ",widowed,medical,5,10,ulip,bancassurance,document tampering
42,mother,service,"  2,100,000 ","  300,000 ",yearly,"  4,800,000 ",single,non medical,10,10,ulip,bancassurance,document tampering
36,wife,agriculturist,"  2,800,000 ","  400,000 ",yearly,"  1,000,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
28,father,service,"  2,800,000 ","  400,000 ",yearly,"  1,200,000 ",married,non medical,12,10,ulip,bancassurance,document tampering
19,father,agriculturist,"  2,415,000 ","  345,000 ",yearly,"  1,500,000 ",single,non medical,12,10,ulip,bancassurance,document tampering
42,spouse,self-employed,"  1,750,000 ","  250,000 ",yearly,"  681,600 ",married,non medical,12,10,ulip,bancassurance,document tampering
20,son,business,"  300,000 ","  15,000 ",yearly,"  200,000 ",single,non medical,10,10,variable,bancassurance,misselling 
54,husband,service,"  300,000 ","  15,000 ",yearly,"  1,000,000 ",married,non medical,10,10,variable,bancassurance,misselling 
36,daughter,housewife,0 ,"  1,000,000 ",single,"  1,200,000 ",widowed,non medical,40,10,pension,bancassurance,signature forgery
36,son,housewife,0 ,"  1,000,000 ",single,"  1,200,000 ",widowed,non medical,40,10,pension,bancassurance,signature forgery
